time,signal
0.135,-0.4654192218333854
0.136,-0.4449819190121334
0.137,-0.5167696578671612
0.138,-1.1264472751717638
0.139,-1.2946960921029258
0.14,-0.9960143811641577
0.14100000000000001,-1.508495560463877
0.14200000000000002,-1.311310023186708
0.14300000000000002,-0.7400232836487378
0.14400000000000002,-1.1085565580082954
0.145,-1.1692112878811247
0.146,-0.4819276856782739
0.147,-0.5612115331240002
0.148,-0.2958673384339679
0.149,-0.8938955377393163
0.15,-0.600369127868798
0.151,-0.30308401452820233
0.152,-0.6537214076065481
0.153,-0.5679197809874303
0.154,-0.7302271477716695
0.155,-0.8837597182481813
0.156,-1.0298133951363881
0.157,-0.29694974805728547
0.158,-0.3095528216306639
0.159,-0.2405376949035446
0.16,-0.044350939590411365
0.161,-0.2280586189785841
0.162,-0.20108657902011412
0.163,-0.11398920111223632
0.164,-0.3383795429991307
0.165,-0.6338687443320818
0.166,-0.7384649593868862
0.167,-1.208789461742535
0.168,-0.8362450796561516
0.169,-0.39512256731406314
0.17,-0.7081633158028338
0.171,-0.8703610533157612
0.17200000000000001,-0.5591882706978967
0.17300000000000001,-0.4371993667561163
0.17400000000000002,-0.7409999193657256
0.17500000000000002,-0.32279204653547827
0.176,-0.44034057937239
0.177,-0.5156571474124662
0.178,-0.21164491870342422
0.179,-0.21532974769464414
0.18,-0.8409534669183603
0.181,-1.157831910394329
0.182,-1.2773528699438859
0.183,-0.6981713886500339
0.184,-0.42854003781083605
0.185,0.3204251934004033
0.186,-0.28056032041518497
0.187,-0.22425210543069463
0.188,-0.47906631085974993
0.189,0.061216472578775605
0.19,-0.06141789562501632
0.191,0.15866804324561956
0.192,0.13566225579697622
0.193,-0.6603134729863941
0.194,-0.26677436714352665
0.195,-0.688419968357548
0.196,-0.9733201839558633
0.197,-0.6711163174686257
0.198,-0.8241700350840628
0.199,-0.7576502744245699
0.2,-0.6487770235436306
0.201,-0.4384674851912565
0.202,-0.30522226998905483
0.203,-0.5433357123042787
0.20400000000000001,-0.5592433310753735
0.20500000000000002,-0.7544522783127031
0.20600000000000002,-0.8474765108182272
0.20700000000000002,-0.3784639895592649
0.20800000000000002,-0.2842223340434232
0.209,-0.4156820925268452
0.21,-0.2596626750678103
0.211,-0.5934212698237935
0.212,-0.2168347095917863
0.213,-0.09016519934198686
0.214,-0.10890191288859952
0.215,-0.5186883670855844
0.216,-0.5510903386351369
0.217,-0.39823070263188765
0.218,-0.2924431027990454
0.219,-0.3992277134205925
0.22,-0.5909543344106948
0.221,-0.18229398314309508
0.222,-0.2065576180751103
0.223,0.05239524025716591
0.224,-0.4574384508664585
0.225,-0.3212178619228572
0.226,-0.7660130963329133
0.227,-0.44798625759773875
0.228,-0.39113498694751453
0.229,-0.6514860327721153
0.23,0.03936269861466091
0.231,-0.139662369838991
0.232,-0.4703132425755438
0.233,-0.15719634034172902
0.234,-0.2996756845537083
0.23500000000000001,-0.3724681086262339
0.23600000000000002,-0.6064825543278197
0.23700000000000002,-1.24775328989727
0.23800000000000002,-0.7195509995336214
0.23900000000000002,-0.7527812036469721
0.24,-0.9795604058098629
0.241,-1.3754744141626893
0.242,-0.8426308160478262
0.243,-0.6424056300790699
0.244,-1.08929827604913
0.245,-0.8339360099863873
0.246,-0.6270687459669319
0.247,-0.761729831720121
0.248,-0.8830649866861562
0.249,0.11790337573551712
0.25,-0.07334686260054846
0.251,-0.1932788928512032
0.252,-0.47903823233901516
0.253,-0.6671999066433251
0.254,-0.7294985417573674
0.255,-0.6598926678195934
0.256,-0.8764272671330031
0.257,-0.8437667448930404
0.258,-0.7950529377318145
0.259,-0.8395973104900275
0.26,-0.6197804417542078
0.261,-0.6063669897380625
0.262,-0.22060727182824913
0.263,-0.29170044152889857
0.264,-0.718975754083712
0.265,-0.5175519615169893
0.266,-0.1821552129322584
0.267,-0.4428160209729976
0.268,-0.49999632764072366
0.269,-0.6748602253398989
0.27,-0.2637563244109066
0.271,-0.1827791614938365
0.272,-0.6640739717682633
0.273,-0.5729974347953746
0.274,-0.561536995945774
0.275,-0.2616025855288532
0.276,-0.2836876710245606
0.277,-0.1798136340284367
0.278,-0.7214999332400074
0.279,-0.3496169770965892
0.28,0.1266122848407516
0.281,-0.45235769202896775
0.28200000000000003,-0.9352181684138723
0.28300000000000003,-0.8478612773019896
0.28400000000000003,-0.4892446656295355
0.28500000000000003,-0.3548371271032397
0.28600000000000003,0.03923611524056425
0.28700000000000003,-0.6613632746098328
0.28800000000000003,-0.5480117786637497
0.289,-0.9453713193952449
0.29,-0.6362479493429188
0.291,-0.744942625904466
0.292,-0.9835615298243701
0.293,-0.4493504518012052
0.294,-0.6040339167781711
0.295,-0.8639910215926241
0.296,-1.2772251530049896
0.297,-0.7921629261151331
0.298,-0.5147615675094793
0.299,-0.3433937331899951
0.3,-0.2965618315318066
0.301,-0.29585839052690577
0.302,-0.2188288405008994
0.303,-0.16430123657943585
0.304,-0.8416648346860386
0.305,-1.01586122734202
0.306,-1.010884068881404
0.307,-0.9628984746992858
0.308,-0.7403518859028534
0.309,-0.703877708654807
0.31,-0.43523884853597095
0.311,-0.3039262257322011
0.312,-0.39740277094725973
0.313,-0.24567115382807825
0.314,-0.6416125429544586
0.315,-0.1649794973293093
0.316,-0.3549052000001784
0.317,-0.9847176295508312
0.318,-0.7808544666226294
0.319,-0.35273350283444166
0.32,-0.5450879408455538
0.321,-0.5505258670123705
0.322,-0.8537368074580927
0.323,-0.5659532817316555
0.324,-0.9731357984200513
0.325,-0.8433744084366124
0.326,-1.470019327573338
0.327,-1.1145366261793823
0.328,-0.5503411559023612
0.329,-0.2822247155825033
0.33,-0.540681566019695
0.331,-0.6782136410929721
0.332,-0.7935204879857428
0.333,-0.15959817833710596
0.334,-0.45220028666620554
0.335,-0.22433740543931444
0.336,0.09581023273230127
0.337,-0.07951412975305999
0.338,-0.5085405740006975
0.339,-0.7995764240515026
0.34,-0.6611638159485418
0.341,-0.2228269693122249
0.342,0.23486899877327327
0.343,0.031162986886349275
0.34400000000000003,-0.6375205446044353
0.34500000000000003,-1.0846251094492598
0.34600000000000003,-0.5144127747085334
0.34700000000000003,-0.6682882619247386
0.34800000000000003,-0.7075025572863616
0.34900000000000003,-0.3681308148440674
0.35000000000000003,-0.7063507925326598
0.35100000000000003,-0.28010589697584337
0.352,-0.2677909781377492
0.353,-0.8679425850866622
0.354,-0.7631867534003605
0.355,-0.6037308436661544
0.356,-0.38091357857267527
0.357,-0.47288181931169626
0.358,-0.6142477936637101
0.359,0.2119372337945532
0.36,-0.3356243674436358
0.361,-0.6418902214349157
0.362,-0.5286001619972902
0.363,-0.3877497116267048
0.364,-0.542392656482052
0.365,-0.5783493898294446
0.366,-0.5619879109474584
0.367,0.07416463812980628
0.368,-0.9279767175835584
0.369,-1.1214750655108223
0.37,-0.2702889844688886
0.371,-0.42095551877270554
0.372,-0.2795662749252491
0.373,-0.49298587363452306
0.374,-0.9218439151910492
0.375,-1.1462502666167929
0.376,-0.7866338701000039
0.377,-1.01016745076745
0.378,-1.2571673714649667
0.379,-1.1383125488808146
0.38,-1.52137073388532
0.381,-1.0409524087196083
0.382,-0.8919585554292302
0.383,-0.8957884354771511
0.384,-0.6995867148071315
0.385,-0.8695280558238658
0.386,-0.8753270087771304
0.387,-0.7970294021823391
0.388,-0.6198340967523464
0.389,-0.8770112062498101
0.39,-1.0554544074023213
0.391,-0.7740707041319475
0.392,-1.0492852727047155
0.393,-0.7157889578682192
0.394,-1.0015499157187604
0.395,-0.9421429320583848
0.396,-0.8774992069272431
0.397,-0.8382891606558569
0.398,-0.8639534540152503
0.399,-0.5362825137598577
0.4,-0.5279436586183386
0.401,-0.3788295596210437
0.402,-0.5804105159926078
0.403,-0.7876862220107459
0.404,-0.7238182174792614
0.405,-0.4559715162349118
0.406,-0.5518812701713909
0.40700000000000003,-0.18983909517453146
0.40800000000000003,0.14521739758671548
0.40900000000000003,-0.23471368857718952
0.41000000000000003,-0.3638322386959596
0.41100000000000003,-0.8976513875619001
0.41200000000000003,-0.8853601051173833
0.41300000000000003,-0.9318448972881008
0.41400000000000003,-0.690300886211153
0.41500000000000004,-0.5991365487754508
0.41600000000000004,-0.7048190815995898
0.417,-0.45970181676182714
0.418,-0.3979173530926964
0.419,-0.2826569090703887
0.42,-0.2884408924762879
0.421,-0.0703279742176175
0.422,-0.4235465526109187
0.423,-0.7642882177316704
0.424,-0.11969862631175955
0.425,-0.22842326456187761
0.426,-0.3383755252457039
0.427,-0.5972238879999855
0.428,-0.5709340266393758
0.429,-0.5362464387476671
0.43,-0.4448117394615747
0.431,-0.022640767715308444
0.432,-0.35026386156725864
0.433,-0.7523374632184231
0.434,-0.6553809533068425
0.435,-0.2871904167723759
0.436,-0.01651842168599188
0.437,-0.037518081032806724
0.438,0.03905646269762722
0.439,-0.02055646818067884
0.44,-0.3067154639241953
0.441,0.11372845084231548
0.442,0.0834930313718783
0.443,-0.010558261302819047
0.444,-0.5203495322794467
0.445,-0.4989997533812814
0.446,-0.10132735902982597
0.447,-0.04050830209518107
0.448,0.23993653040028778
0.449,-0.42051629892500897
0.45,-0.2083234768076475
0.451,0.7220800558132668
0.452,-0.2534658947586511
0.453,0.01568779589502438
0.454,0.21919364922728135
0.455,-0.07571524656061177
0.456,0.3617776456578854
0.457,0.17215141278119683
0.458,0.11353376248014144
0.459,-0.12458681951557844
0.46,-0.43040267072585287
0.461,-0.5343358872489632
0.462,-0.4836543737087872
0.463,-0.28199763757332574
0.464,-0.3351473651030756
0.465,-0.59466442170898
0.466,-0.4606599366015576
0.467,-0.728294632233219
0.468,-0.6213617315014431
0.46900000000000003,-0.566250181802785
0.47000000000000003,-0.1708824095137899
0.47100000000000003,0.05738069730215653
0.47200000000000003,-0.4582715108697873
0.47300000000000003,0.07759460314256666
0.47400000000000003,-0.5373530941067177
0.47500000000000003,-0.3256315413233605
0.47600000000000003,-0.5543046432745468
0.47700000000000004,-0.05069847499899839
0.47800000000000004,0.02933590377201585
0.47900000000000004,-0.08279093868875129
0.48,-0.19412965611912278
0.481,-0.10433601108561714
0.482,-0.11564044623116417
0.483,-0.2925605046263214
0.484,0.26203557167357516
0.485,0.19161602010848197
0.486,0.028880682163335426
0.487,0.05410321087692831
0.488,0.21372843165236843
0.489,0.44200109019552025
0.49,0.1859916372931331
0.491,0.05802193994970216
0.492,0.33852162680942205
0.493,0.535539621232848
0.494,0.21217892211272302
0.495,0.07226673230367026
0.496,0.42634009513250726
0.497,0.22112207626416366
0.498,-0.042968339610459365
0.499,-0.09085452298030744
0.5,-0.1554135122313773
0.501,-0.15530031212938797
0.502,0.20557710697533793
0.503,0.28794801782900975
0.504,-0.14914644833418506
0.505,-0.10845355876715478
0.506,0.38117326740936663
0.507,0.3260282269810838
0.508,-0.11965900823407326
0.509,-0.7076191843811387
0.51,-0.23908199416558534
0.511,0.12668332910041052
0.512,0.43690905741358277
0.513,0.3591422841344014
0.514,-0.07579358412285887
0.515,-0.26116939881128914
0.516,-0.2605094328895349
0.517,0.43268191064106226
0.518,0.3300362414055809
0.519,0.37300995070705284
0.52,0.06690012199427697
0.521,0.07780399467342333
0.522,0.22516263312674195
0.523,0.34977810409058385
0.524,0.12268165479423673
0.525,-0.3500110415916409
0.526,-0.050846287734852495
0.527,0.3770100485337223
0.528,0.6108893463432021
0.529,0.4501798704634915
0.53,0.21620609527962986
0.531,0.38253329300389416
0.532,0.049443677706707045
0.533,0.08613002996130381
0.534,0.14121015516531185
0.535,-0.01408271787055862
0.536,-0.2518009919285983
0.537,-0.39229382994299716
0.538,-0.4997363421756713
0.539,-0.02197392743496021
0.54,0.02703556416722977
0.541,0.4912862490029807
0.542,0.5619045346417965
0.543,0.5830175665721781
0.544,0.45940605867213324
0.545,0.4043844669929985
0.546,-0.12879884493845054
0.547,-0.08541588185271212
0.548,0.19522544478970183
0.549,0.11355657840752478
0.55,0.041329553627265786
0.551,-0.003333174809377226
0.552,0.16466185723766275
0.553,0.1827542922109932
0.554,0.35417598114024373
0.555,-0.01882991579704718
0.556,0.16890859904527422
0.557,-0.16792186928388575
0.558,0.1675519403425631
0.559,0.44172273818868124
0.56,-0.07327032405016376
0.561,0.18904089372129268
0.562,0.3968415035680788
0.5630000000000001,0.3040188184457166
0.5640000000000001,0.08694051788756205
0.5650000000000001,-0.31267147016820895
0.5660000000000001,-0.10698916967532203
0.5670000000000001,0.2260081793122372
0.5680000000000001,0.12223345778728928
0.5690000000000001,-0.4535827330909054
0.5700000000000001,-0.07163113648412547
0.5710000000000001,0.07483920477603961
0.5720000000000001,0.040935800063265276
0.5730000000000001,-0.3960326310040692
0.5740000000000001,-0.6715290360284986
0.5750000000000001,-0.6500162303217212
0.5760000000000001,-0.5629446778238357
0.577,-0.6433566447889436
0.578,-0.6581804398115518
0.579,-0.5707315608443677
0.58,-0.6231757654301533
0.581,-0.38929922646089177
0.582,-0.6488298542016684
0.583,0.025649871207243213
0.584,-0.09228760589915183
0.585,-0.828109417579129
0.586,-0.19267258274170446
0.587,0.0996382292725988
0.588,-0.016433745423081042
0.589,0.33053537677414224
0.59,-0.04347170963051322
0.591,-0.021025596432010102
0.592,0.021222883102593293
0.593,0.2763131747425503
0.594,-0.5229769261919437
0.595,-0.31992459423361885
0.596,-0.1681607989215923
0.597,-0.15799821095812666
0.598,-0.19608516602404805
0.599,-0.4184702516430282
0.6,-0.5683960367162012
0.601,-0.6356355643726244
0.602,-0.14847892252816675
0.603,-0.4915395746266129
0.604,-0.6571521943500718
0.605,-0.7445634493040093
0.606,-0.30738715732257127
0.607,-0.4179169685097047
0.608,-0.43348491178980014
0.609,-0.5139111035658238
0.61,-0.08538151554955756
0.611,-0.03459133084660604
0.612,0.2932847279616648
0.613,0.238425962049378
0.614,0.18924338044024985
0.615,0.06719443860679897
0.616,-0.19536910627913012
0.617,-0.3320844491903294
0.618,-0.8514973551158573
0.619,-0.42425497911093646
0.62,-0.04819413607541617
0.621,-0.5607382033756925
0.622,-0.9208548443449356
0.623,-1.103829011428168
0.624,-0.22304975617286732
0.625,-0.2942002693079515
0.626,-0.5088196690865916
0.627,-0.5312522303932534
0.628,-0.6320608964482348
0.629,-0.3181048547755855
0.63,0.18987385655033778
0.631,-0.11445821001787015
0.632,-0.31366750097648977
0.633,-0.426511520932246
0.634,-0.789776971401259
0.635,-0.626877114936412
0.636,-0.3571151279418573
0.637,-0.8924810029690949
0.638,-1.1329892988187935
0.639,-0.9138750077514598
0.64,-0.8649483681509934
0.641,-0.6340414421199532
0.642,-0.6326917962984262
0.643,-0.5530237408879748
0.644,-0.9533155193731712
0.645,-0.37495088354300266
0.646,-0.30212523202678165
0.647,-0.8839432455394345
0.648,-0.9194315710282797
0.649,-1.0082430842366086
0.65,-1.0232084610521002
0.651,-0.7790458068363679
0.652,-0.7955914701134899
0.653,-0.480003321858367
0.654,-0.3526275825220525
0.655,-0.3780490779896212
0.656,-0.34233125307351076
0.657,-0.46720996676857207
0.658,-0.4508290546115473
0.659,-0.5173590074045462
0.66,-0.5274672652543919
0.661,-0.6710412574638773
0.662,-0.451262140963023
0.663,-0.4409515171716837
0.664,-0.5466395907207751
0.665,-0.04808815057691812
0.666,-0.4142614156600693
0.667,-0.6839793378379972
0.668,-0.389558970553341
0.669,-0.4645572266166193
0.67,-0.4652368537747873
0.671,-0.6226557149356085
0.672,-0.6718798555729194
0.673,-0.44263236360695596
0.674,-0.6964499592672764
0.675,-0.6130779067871629
0.676,-0.33531213707498203
0.677,-0.2374398114370177
0.678,-0.03626300539405519
0.679,-0.06058724889587974
0.68,-0.3445618459123842
0.681,-0.09264181233841268
0.682,-0.18513295281115422
0.683,-0.10692724247875735
0.684,-0.4832774749361262
0.685,-0.8914028886518623
0.686,-0.4973773584341415
0.687,-0.4071664497210469
0.6880000000000001,-0.620334107788041
0.6890000000000001,-0.2520003533217701
0.6900000000000001,-0.6991569618435057
0.6910000000000001,-0.8753601908251847
0.6920000000000001,-0.20979201127734787
0.6930000000000001,-0.032032331111991
0.6940000000000001,0.02938306273164376
0.6950000000000001,-0.12323192123456955
0.6960000000000001,0.023742204907093112
0.6970000000000001,-0.3955705644031039
0.6980000000000001,-0.4336244306842038
0.6990000000000001,-0.6287837029511577
0.7000000000000001,-0.7873138301786697
0.7010000000000001,-0.3701904192905584
0.7020000000000001,-0.7689770997811746
0.7030000000000001,-0.8191268599045065
0.704,-1.035377459384366
0.705,-1.0798239551581754
0.706,-1.1504889072779205
0.707,-1.3632554590891783
0.708,-0.959429401057433
0.709,-1.2693488084455424
0.71,-1.2133377436911204
0.711,-1.0818171120727564
0.712,-0.9580028820574235
0.713,-1.0180265425626163
0.714,-1.2051009437243492
0.715,-1.1698973099306413
0.716,-1.12031142379915
0.717,-0.8688205905957886
0.718,-1.0884800621439155
0.719,-0.8554398889299115
0.72,-0.8371071796384373
0.721,-0.6069791347228668
0.722,-0.5075991704612469
0.723,-0.7507233310619559
0.724,-0.8687767507121447
0.725,-1.1353602101932816
0.726,-1.0251452199447617
0.727,-1.2230778066860317
0.728,-1.1625964520209306
0.729,-1.1148601674935203
0.73,-0.8998597119742356
0.731,-1.2666973994901336
0.732,-0.8503893444433354
0.733,-0.9045940539675512
0.734,-0.4489416928596044
0.735,-0.5545267135540355
0.736,-0.8376794185059835
0.737,-1.2195924004930083
0.738,-0.7023934084160445
0.739,-0.837188115654933
0.74,-0.7028465262556145
0.741,-0.8925460182046715
0.742,-0.7937972720630073
0.743,-0.8737270560669144
0.744,-0.5440805569603958
0.745,-0.807532701031503
0.746,-0.9788593401574763
0.747,-1.1468254448220885
0.748,-0.79351218352792
0.749,-1.0250414815671405
0.75,-1.0690022564653594
0.751,-1.0117825433645424
0.752,-0.8342430280261788
0.753,-0.39843811069923696
0.754,-0.55422076644111
0.755,-0.5107684319242515
0.756,-0.7203860132188553
0.757,-0.6302968067322218
0.758,-0.8185415000332875
0.759,-1.0778860885865584
0.76,-1.0074613189706916
0.761,-0.9386482147670228
0.762,-0.7776121334625696
0.763,-1.2922998202643048
0.764,-1.7410233722481028
0.765,-1.2479762048831644
0.766,-1.1382309649859508
0.767,-1.6053449058310176
0.768,-1.5619751755941704
0.769,-1.2616322479661068
0.77,-1.2643787766094028
0.771,-1.3498584369957234
0.772,-2.0061732488650517
0.773,-1.6285348353367703
0.774,-1.6524223659894202
0.775,-1.3776843232277516
0.776,-0.9178171462418242
0.777,-0.6788963480864639
0.778,-0.58270344268915
0.779,-0.6307626359466846
0.78,-0.5367705496937494
0.781,-1.1039906266197126
0.782,-0.7682671943808239
0.783,-0.34449540371204534
0.784,-0.8851853875438378
0.785,-1.01492122384969
0.786,-0.9482644165725629
0.787,-1.293040583587485
0.788,-0.849271219275082
0.789,-1.5687102606697476
0.79,-0.9999659876075944
0.791,-0.7994095724981604
0.792,-0.8385555524306672
0.793,-0.42419124594946267
0.794,-0.8627676380605733
0.795,-0.44464895567381135
0.796,-0.7312529626846994
0.797,-0.7901426260447434
0.798,-0.7545002418737341
0.799,-1.2081507627176336
0.8,-0.9572994308738865
0.801,-1.3276799829891361
0.802,-1.1611955093702595
0.803,-0.8853974533937667
0.804,-0.7835558797163638
0.805,-1.086115446534195
0.806,-1.0648778221749682
0.807,-0.9268018754459968
0.808,-0.8408141571431583
0.809,-1.1457077948975132
0.81,-1.4232881734738232
0.811,-0.7074216077367552
0.812,-0.9358193716826277
0.8130000000000001,-0.8814139745813518
0.8140000000000001,-0.9800237805082233
0.8150000000000001,-1.318267035676211
0.8160000000000001,-0.8238112568302219
0.8170000000000001,-1.0202993096458788
0.8180000000000001,-1.021707605294202
0.8190000000000001,-0.6384705110075773
0.8200000000000001,-1.2450975544361462
0.8210000000000001,-1.0410566894301523
0.8220000000000001,-0.7058612642130142
0.8230000000000001,-0.36240782026884266
0.8240000000000001,-0.7624365755526169
0.8250000000000001,-1.6065236966479794
0.8260000000000001,-1.4115609645952278
0.8270000000000001,-1.1000533734963511
0.8280000000000001,-1.460402113263516
0.8290000000000001,-0.7587493361428119
0.8300000000000001,-0.7553649702529278
0.8310000000000001,-0.4452359714383501
0.8320000000000001,-0.969295115115056
0.833,-1.0130190618302544
0.834,-1.2164966231166536
0.835,-1.2650788475686459
0.836,-1.3626702919339455
0.837,-1.396556714802379
0.838,-1.384749609375409
0.839,-1.120261367432323
0.84,-0.9472200078134045
0.841,-0.9591078185392786
0.842,-0.5456950510569181
0.843,-0.8487271213041038
0.844,-0.3239192727135597
0.845,-0.7507942140641043
0.846,-0.9725527153201206
0.847,-1.1590767275417393
0.848,-0.40907979652093296
0.849,-0.0405009627164542
0.85,-0.6410575614846754
0.851,-0.37316312322722106
0.852,-0.4526113314526708
0.853,0.03466235404999796
0.854,-0.540991720888871
0.855,-0.391049493789187
0.856,-0.5802009543498003
0.857,-0.7974048663440724
0.858,-0.9024781344312631
0.859,-1.3803504846395158
0.86,-1.097303847958785
0.861,-1.4006261162974458
0.862,-1.1644143918342034
0.863,-1.0189382511777194
0.864,-1.1065866264358915
0.865,-1.222936093312369
0.866,-1.1276918913031335
0.867,-1.28126512943924
0.868,-1.3844259384645112
0.869,-1.3519315280081865
0.87,-1.579550441013256
0.871,-1.5167005531637607
0.872,-1.7567952697871245
0.873,-1.38409356712582
0.874,-1.0579878604138042
0.875,-1.0022886146449843
0.876,-0.47172043564987537
0.877,-0.9910219022083679
0.878,-0.7841631971931646
0.879,-0.8971267111627323
0.88,-1.201473528880735
0.881,-0.752647843722428
0.882,-0.7669836417340979
0.883,-1.260601849053305
0.884,-0.8766454294278818
0.885,-0.8689575703054011
0.886,-0.8492309108896402
0.887,-1.155864745384311
0.888,-1.099457418307831
0.889,-1.1041316738014608
0.89,-0.880612851794951
0.891,-0.3127705699626184
0.892,-0.6041468991337848
0.893,-0.4831615341408432
0.894,-0.935289685652689
0.895,-0.9771937171718648
0.896,-1.336088923397079
0.897,-0.7952361186453882
0.898,-1.1870462679937561
0.899,-1.4255353767203727
0.9,-0.9836619438943794
0.901,-1.1506478404443807
0.902,-1.1614208338300538
0.903,-1.3102181031928635
0.904,-1.1048472547020574
0.905,-1.34355448046978
0.906,-1.6351835011935076
0.907,-1.2071300418486715
0.908,-1.5814295337624142
0.909,-1.160972986184769
0.91,-1.4682712626704753
0.911,-1.3475139031674916
0.912,-1.3694992919973807
0.913,-1.0906487322759766
0.914,-0.774727731295784
0.915,-0.9797416765900018
0.916,-0.6811223853137375
0.917,-0.2374127920463096
0.918,-0.2279558289177004
0.919,-0.8475634159807786
0.92,-1.3336163942969705
0.921,-1.4900582480741171
0.922,-1.3230728084498944
0.923,-1.6109694342185046
0.924,-0.9495069096488438
0.925,-0.9822568555307376
0.926,-0.7981772801667271
0.927,-0.5073014958496587
0.928,-0.8037731129202513
0.929,-1.173468818282727
0.93,-0.9499117609806276
0.931,-1.0171308864686943
0.932,-0.7060434057479101
0.933,-1.103435305707078
0.934,-1.2555513855083937
0.935,-0.9418598807551622
0.936,-1.0691868410233347
0.937,-0.914782526806577
0.9380000000000001,-0.7376946971396154
0.9390000000000001,-0.844289022215815
0.9400000000000001,-0.9027467830827822
0.9410000000000001,-1.3365249116090205
0.9420000000000001,-0.8483301987610132
0.9430000000000001,-0.5728742991177179
0.9440000000000001,-0.6429560859589747
0.9450000000000001,-1.1388572981862435
0.9460000000000001,-0.5461577156358663
0.9470000000000001,-0.8611085486229615
0.9480000000000001,-0.7562915557576986
0.9490000000000001,-0.9971897212773749
0.9500000000000001,-1.082470380043344
0.9510000000000001,-0.9750567270304085
0.9520000000000001,-0.4089481258041053
0.9530000000000001,-0.17295783741097648
0.9540000000000001,-0.6825062827669303
0.9550000000000001,-0.5216157580456474
0.9560000000000001,-0.6580336848814812
0.9570000000000001,-0.9966750822424767
0.9580000000000001,-1.5287132667355592
0.9590000000000001,-1.3099626165704445
0.96,-0.637586318464296
0.961,-0.26255600397307466
